410,3791
411,2863
412,3742
413,3520
414,2291
415,2580
416,2920
417,2891
418,3552
419,3301
420,2858
421,2784
422,3062
423,3572
424,3750
425,2807
426,3204
427,2892
428,3912
429,3020
430,3175
431,3430
432,3532
433,3090
434,3107
435,3750
436,3017
437,2580
438,2605
439,3884
440,3397
441,3033
442,3399
443,3245
444,2920
445,2835
446,3100
447,2920
448,1785
449,2314
450,4190
451,3200
452,3515
453,3190
454,3240
455,3315
456,3825
457,2910
458,3394
459,2785
460,3111
461,3145
462,2863
463,4111
464,3204
465,3289
466,4020
467,2977
468,2693
469,2450
470,3690
471,2780
472,2810
473,3199
474,3600
475,3225
476,3090
477,4015
478,2880
479,3657
480,3240
481,3515
482,3250
483,3572
484,3650
485,3147
486,2438
487,2580
488,2495
489,4099
490,2490
491,3275
492,2834
493,3425
494,2415
495,4615
496,3130
497,3737
498,2540
499,3000
500,3450
501,3820
502,3130
503,1320
504,2693
505,3110
506,3410
507,3455
508,3487
509,3795
510,3256
511,3510
512,3045
513,3320
514,3367
515,2020
516,3927
517,3515
518,2435
519,3381
520,2408
521,3690
522,3894
523,3518
524,3400
525,3317
526,3374
527,3770
528,3680
529,5301
530,3827
531,1162
532,3420
533,2930
534,3870
535,2830
536,3990
537,3090
538,3005
539,2863
540,3020
541,3827
542,3770
543,2040
544,2980
545,3530
546,3260
547,2800
548,3650
549,3583
550,3997
551,3250
552,1450
553,3495
554,2915
555,3575
556,3270
557,3005
558,3250
559,4114
560,2985
561,3835
562,3440
563,3398
564,3280
565,3496
566,3550
567,4054
568,3799
569,3820
570,3904
571,3487
572,2370
573,4139
574,3231
575,2693
576,3058
577,3730
578,4420
579,2430
580,2190
581,2438
582,3530
583,3005
584,3575
585,2930
586,2850
587,4026
588,3860
589,4140
590,2576
591,3525
592,3335
593,3402
594,4082
595,2920
596,3727
597,3135
598,2830
599,3950
600,2520
601,3250
602,3325
603,3994
604,1130
605,2085
606,4212
607,2580
608,2920
609,3900
610,3590
611,3400
612,3345
613,3860
614,3714
615,2975
616,3465
617,2660
618,1720
619,4139
620,3827
621,3035
622,3515
623,3160
624,3753
625,3120
626,3179
627,3544
628,3685
629,3629
630,4045
631,3590
632,3160
633,3840
634,2665
635,3629
636,3572
637,1555
638,3655
639,3010
640,3204
641,3629
642,3289
643,3125
644,3800
645,2985
646,3260
647,2948
648,690
649,3735
650,4275
651,2991
652,3714
653,3829
654,4045
655,3033
656,3015
657,3600
658,4670
659,2892
660,3147
661,3180
662,3055
663,3912
664,2863
665,3580
666,3550
667,2636
668,4290
669,2855
670,3057
671,2125
672,4054
673,3449
674,3118
675,3752
676,2600
677,3487
678,3505
679,2900
680,4025
681,3374
682,3650
683,2710
684,3460
685,3550
686,3230
687,2990
688,3100
689,3203
690,2900
691,3260
692,3632
693,3220
694,4060
695,3515
696,3520
697,2945
698,3306
699,3870
700,4185
701,3590
702,3256
703,2575
704,3510
705,3530
706,3881
707,3459
708,3799
709,2126
710,3591
711,3526
712,3147
713,2466
714,3095
715,3110
716,2920
717,3030
718,3275
719,3515
720,4423
721,3490
722,3090
723,2400
724,3265
725,2990
726,2325
727,4042
728,3459
729,3048
730,3300
731,1050
732,4196
733,3969
734,4270
735,1843
736,2380
737,3374
738,3037
739,2600
740,2639
741,2980
742,3980
743,4218
744,3405
745,3456
746,3550
747,3350
748,3340
749,2722
750,2523
751,3600
752,2150
753,3190
754,3126
755,3175
756,2970
757,3870
758,2888
759,3180
760,1673
761,3352
762,3464
763,3437
764,3544
765,2363
766,3525
767,3629
768,3160
769,3200
770,3512
771,3006
772,2615
773,3065
774,2892
775,3317
776,3872
777,3317
778,3635
779,3246
780,3253
781,2850
782,3055
783,2835
784,2970
785,3345
786,2863
787,2230
788,2581
789,3415
790,3388
791,3170
792,3870
793,3374
794,3335
795,3290
796,3045
797,3430
798,3402
799,3714
800,3535
801,3210
802,3374
803,2600
804,2381
805,3560
806,3460
807,3910
808,3340
809,3320
810,2850
811,2990
812,3005
813,4515
814,3340
815,3572
816,2490
817,3621
818,1915
819,3360
820,3572
821,2948
822,3760
823,4115
824,3620
825,3195
826,2859
827,3260
828,3540
829,2825
830,3690
831,2155
832,2834
833,3350
834,3175
835,2950
836,3544
837,2542
838,3065
839,3203
840,3090
841,2974
842,3459
843,2600
844,3680
845,3538
846,4037
847,3085
848,2268
849,3360
850,3040
851,3250
852,3840
853,2631
854,3000
855,2325
856,3185
857,4440
858,3635
859,2840
860,3932
861,2750
862,2835
863,4479
864,2758
865,3150
866,3345
867,3210
868,2750
869,3121
870,3176
871,3885
872,3062
873,3275
874,2795
875,4043
876,1814
877,3714
878,4224
879,3827
880,3120
881,3260
882,3005
883,3232
884,2296
885,2891
886,2015
887,3360
888,3810
889,3625
890,3116
891,1900
892,3487
893,3240
894,3565
895,3570
896,2892
897,3784
898,3686
899,2790
900,2975
901,3260
902,3180
903,4060
904,3613
905,3270
906,3670
907,3629
908,2977
909,3544
910,3010
911,2300
912,3515
913,3023
914,3600
915,3430
916,4270
917,3660
918,2680
919,3260
920,3690
921,3917
922,3110
923,2848
924,2665
925,4507
926,3920
927,3630
928,4360
929,3175
930,3572
931,3884
932,4044
933,3542
934,3920
935,2693
936,1503
937,3572
938,3572
939,3125
940,3430
941,3310
942,3629
943,3390
944,3095
945,2725
946,3518
947,3520
948,3997
949,1930
950,3885
951,3515
952,4219
953,2940
954,4026
955,3450
956,3005
957,3657
958,3690
959,3487
960,2400
961,1616
962,3710
963,3795
964,3440
965,3240
966,3270
967,2693
968,3323
969,3090
970,2637
971,3190
972,3000
973,2870
974,3302
975,3530
976,3515
977,3400
978,2370
979,2105
980,4819
981,3076
982,3773
983,3893
984,3425
985,4366
986,2665
987,2990
988,2900
989,3535
990,4155
991,1920
992,2925
993,3135
994,3000
995,2892
996,2960
997,4090
998,3686
999,3485
