0,3790
1,4020
2,3295
3,3470
4,3374
5,3714
6,3293
7,3345
8,3390
9,3770
10,3780
11,4020
12,3090
13,2410
14,4080
15,2365
16,3600
17,2948
18,3265
19,3510
20,3219
21,3814
22,3428
23,2803
24,3540
25,3730
26,2665
27,3090
28,4710
29,3235
30,4420
31,2693
32,1465
33,2660
34,3955
35,3651
36,2665
37,3000
38,4508
39,3742
40,4560
41,3930
42,2679
43,3329
44,3487
45,2920
46,2530
47,1170
48,3732
49,3855
50,3100
51,2181
52,3316
53,3289
54,2948
55,3785
56,3494
57,3771
58,3969
59,3090
60,3345
61,4054
62,3969
63,2870
64,3040
65,2675
66,2970
67,3270
68,3750
69,3119
70,3320
71,3951
72,3289
73,2780
74,3195
75,3402
76,3368
77,4612
78,3700
79,2800
80,3285
81,3657
82,3515
83,2903
84,3490
85,3230
86,3609
87,3260
88,3390
89,2590
90,3290
91,4366
92,3337
93,1730
94,1077
95,3050
96,3895
97,3464
98,2580
99,4214
100,4139
101,3980
102,3264
103,2380
104,2760
105,2788
106,3878
107,3458
108,2977
109,2550
110,3005
111,3755
112,3175
113,4111
114,3360
115,3232
116,3070
117,3450
118,3205
119,3607
120,3480
121,2295
122,3232
123,3530
124,3145
125,3630
126,3020
127,2865
128,3510
129,3332
130,2980
131,3445
132,3942
133,3119
134,2940
135,3657
136,3910
137,3487
138,4139
139,3755
140,382
141,2344
142,3508
143,3340
144,2860
145,3100
146,3827
147,3291
148,3599
149,3490
150,3550
151,2730
152,3515
153,2948
154,1470
155,2675
156,3350
157,3360
158,3062
159,3204
160,2890
161,3162
162,3300
163,3090
164,2630
165,2290
166,9999
167,3183
168,3575
169,3020
170,3650
171,4366
172,3090
173,3685
174,2810
175,3860
176,1795
177,3197
178,3990
179,2636
180,3020
181,3005
182,1400
183,3175
184,3140
185,3875
186,3959
187,3920
188,3695
189,3090
190,2731
191,3010
192,3714
193,2760
194,2738
195,3120
196,2523
197,2820
198,3140
199,3810
200,3260
201,2370
202,4338
203,3190
204,3540
205,3560
206,3470
207,3316
208,2640
209,2700
210,3374
211,2778
212,3820
213,3694
214,3890
215,3400
216,3232
217,2750
218,3440
219,2338
220,2974
221,3062
222,4460
223,3459
224,2920
225,3150
226,2410
227,5075
228,3600
229,3115
230,3631
231,2948
232,3285
233,3700
234,3197
235,3147
236,3100
237,2870
238,3175
239,3210
240,3685
241,2500
242,3000
243,4190
244,2835
245,2992
246,3451
247,3590
248,3120
249,3657
250,3505
251,3340
252,3140
253,3344
254,2505
255,3915
256,4150
257,3418
258,2790
259,2930
260,3147
261,3912
262,4233
263,3375
264,3289
265,3760
266,3410
267,3490
268,2310
269,3884
270,3430
271,3440
272,3175
273,2650
274,2340
275,3289
276,3070
277,3340
278,3190
279,3090
280,4570
281,3440
282,3402
283,2980
284,3360
285,3870
286,3700
287,3289
288,2960
289,2534
290,3800
291,3175
292,2994
293,4010
294,3045
295,3147
296,3090
297,3325
298,2830
299,2780
300,2940
301,2060
302,2523
303,3190
304,3000
305,2835
306,3175
307,3845
308,4139
309,3771
310,2950
311,3305
312,2920
313,2995
314,3884
315,3590
316,3912
317,2807
318,3300
319,1720
320,3210
321,2693
322,2280
323,3250
324,3940
325,4082
326,4110
327,4680
328,3535
329,3360
330,4508
331,3121
332,3160
333,3005
334,3810
335,1871
336,4082
337,4082
338,2722
339,3128
340,3402
341,2665
342,2240
343,3090
344,2722
345,2837
346,2514
347,2874
348,3425
349,2350
350,3856
351,4253
352,3459
353,3395
354,3260
355,3232
356,2610
357,4075
358,3001
359,3033
360,3260
361,3085
362,3350
363,3146
364,3572
365,3995
366,3203
367,3155
368,3657
369,2530
370,3328
371,3969
372,3365
373,4660
374,3884
375,2495
376,3422
377,2930
378,3289
379,3290
380,2495
381,3317
382,2665
383,3351
384,2746
385,3569
386,3345
387,3374
388,3010
389,3540
390,3330
391,3090
392,3340
393,3758
394,3470
395,2740
396,4100
397,3685
398,3487
399,4515
400,2696
401,3884
402,3825
403,2630
404,3890
405,2438
406,4100
407,3072
408,3400
409,3365
